train_loss,test_loss,train_acc,test_acc,grad_norm_train,grad_norm_test
142.52862811398458,143.57414709977934,0.8967032967032967,0.8771929824561403,16.71638279607082,16.821716423798094
175.83108579796263,175.83923924070947,0.9340659340659341,0.9122807017543859,18.731524940911857,18.734899471328326
231.59221443985612,231.23475940903387,0.7142857142857143,0.7017543859649122,20.188708194425836,20.1112478153923
199.170466396441,200.44169720985053,0.8945054945054945,0.8596491228070176,19.765123541758612,19.851340117341877
160.60352929088646,162.11396886305522,0.8351648351648352,0.7543859649122807,17.725179882118486,17.749108865306653
99.93375543638803,100.13324884999795,0.8637362637362638,0.8771929824561403,13.879256021365416,13.928967984203288
108.93556741113022,109.51380149573322,0.7868131868131868,0.7543859649122807,14.477780627482135,14.47643297372153
164.0937628924834,164.0645477555914,0.9428571428571428,0.9210526315789473,18.09903412493647,18.081114246284677
160.6390402748715,162.27746657995658,0.8681318681318682,0.8333333333333334,17.856137339882757,17.96367926969902
203.85255237995065,204.68398379473675,0.8461538461538461,0.8070175438596491,20.00987244172211,20.00931131796153
250.8193670874973,251.2188622422414,0.9626373626373627,0.9298245614035088,22.397058667151928,22.418368403545298
193.6534278809522,193.91644179779317,0.9516483516483516,0.9473684210526315,19.64540852861158,19.64785153718431
233.59301955673362,233.93992904564982,0.9252747252747253,0.9210526315789473,21.527431740575874,21.577444448722115
352.2369663739492,352.6346416696996,0.8813186813186813,0.8508771929824561,26.466227938949043,26.461501541212563
246.1693528810286,246.3701134072914,0.9736263736263736,0.9736842105263158,22.17420304278633,22.188738276825937
249.64644933917378,249.83542571070836,0.9472527472527472,0.9473684210526315,22.334941288262453,22.353190117344653
313.36640147700325,315.0479077930327,0.8307692307692308,0.7894736842105263,24.786843482300526,24.79283425595859
254.1469748014725,254.26868261833056,0.9164835164835164,0.9122807017543859,22.4547855135989,22.475548616394658
264.56601623335484,264.7950987063035,0.9164835164835164,0.9210526315789473,22.878359211945384,22.9012901381498
251.5425582404604,251.60420824819533,0.9560439560439561,0.9649122807017544,22.41714373290419,22.427973752081343
173.78012692850305,173.7318558518934,0.9296703296703297,0.9210526315789473,18.629813986562965,18.625151660144343
174.08820659280795,173.84272403575108,0.9186813186813186,0.9210526315789473,18.632030514582922,18.627481729716223
212.10344785616692,212.61069575453936,0.8197802197802198,0.7631578947368421,20.35405214661859,20.30415057434041
